instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,instant_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
43,2011-01-02,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,25,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,26,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
44,2011-01-02,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,25,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,26,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
45,2011-01-02,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,25,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,26,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
46,2011-01-02,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,25,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,26,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
47,2011-01-02,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,48,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,67,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20
48,2011-01-03,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,48,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
49,2011-01-03,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110
